Index,item_id,seller_id,listing_title,listing_description,listing_price,category_sk,category_l1_name_en,category_l2_name_en,category_l3_name_en,listing_latitude,listing_longitude
30180,30179,21987,Nania Car Seat,"Adjustable harnesses.
Forward facing use up to 18kg.
Manual Available.

Payment : Strictly COD

Contact me between 8am and 5pm, sms and phone only.",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.32239,28.12397
30182,30181,21988,Selling pram,"Chelino pram,still in a good condition, I used it for few months",650,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.8731,25.50889
30269,30268,22035,Play mat set,"play mat in original packaging, excellent condition, R500 or closest offer. thanks
able to meet in west rand or auckland park.",500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.1719,27.91318
30293,30292,22050,Good quality pram,Good quality pram. Good condition.,1400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.08914,28.10056
30398,30397,22112,"hello im selling my staff ASAP,price neg","very good condition,im selling bcoz im relocating,prices are neg",500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.03511,27.91904
30407,30406,22119,Leapfrog laptop for kids,New but no box,300,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-29.70279,31.00484
30474,30473,11490,Baby tummy time mat,"This baby mat was a gift that was unfortunately give after my boy was already walking. It is in perfect condition. 
It has a toy with interchangeable animal heads that runs back and forth on a track and plays music. It comes with a support cushion and rol",400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.04317,28.0552
30496,30495,1215,Hooded towels,"Set of boys and girls hooded baby towels for sale.  Used but in a good condition. Price is per set of 3 towels. 

 Delivery options (additional to advertised price):
 * Collect in Witbank
 * Collect in Pretoria East in the Silver Lakes area.
 * Courie",75,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.87278,29.25532
30553,30552,15799,Dogtertjie baba klere,Groot sak vol dogtertjie baba klere. Als 0 tot 3 en 3 tot 6 maande. Whatsapp my vir meer fotos. Kan los ook koop 0745847154,400,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.81019,27.82773
30629,30628,22245,Bambino Stroller goeie kondisie. Paar keer gebruik. Goeie Kondisisie,Goeie kondisie stroller. Paar keer gebruik. Kontak gerus vir navrae.,800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.13184,26.19502
30673,30672,22267,Stokke Xplory in Blue,"We are selling this amazing Stokke Xplory in excellent condition . It comes from a non - smoking home and has been very well looked after. This is a very attractive travel system that will be suitable from birth. 

This is listed as collection only so pl",14000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.67936,28.19418
30699,30698,22282,Toddler bed,Toddler  bed  for  sale.  Including  matress.,600,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.87278,29.25532
30709,30708,22292,Angel camping cot,"Greyish camping cot for sale. Barely used. Comes with angel net, and accesories bag. Buyer must collect, dont have transport. Do have matress and 2 pillows too. Available on Whats app 071 589 5350",700,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
30790,30789,22340,New jungle gym R12500.00 Free delivery and Installation,"4 x [ 1.2m x 1.2m] platforms, 2 x [ wooden roofs] , chain bridge, double drums tunnel, double swings, tyre tower, tyre ladder, pole ladder, Slide, and fireman pole

We move and restore jungle gyms",12500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.14384,27.99519
30852,30851,22376,baby pram in Excellent condition,baby pram in excellent condition .only used twice.asking 600 onco 0732488581,600,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.87935,30.9073
30943,30942,22421,Bambino child car seat 15-36kg,Very good condition and clean,800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.99918,28.12629
30947,30946,14551,celino kar stoel,Need cash can whatsapp me for more,650,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
30959,30958,22432,Brand new pink,Never been used brand new bic ...2 small 4 my daughter got it as a gift...,350,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.92416,18.45431
30963,30962,22434,Nido 3,"Hi, I have a tin Nido 3 (Sealed) for sale at R220. If Interested, please call me on 082 784 5124",220,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-33.96656,18.53308
30967,30966,10534,Baby High Chair,Baby feeding chair for sale. R350. Phone calls only 0812306391. If you are seeing this ad it is still available.,350,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.78704,31.02204
31165,31164,22543,Baby feeding chair for sale,Baby feeding chair for sale,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.9734,22.44703
31201,31200,22565,Wooden Baby Cot,"Im selling a wooden baby cot, with matress, barely used. Price is negotiable.",1200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.86403,28.08886
31460,31459,4104,Carseat carier,Catseat carier in good condition,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
31550,31549,22765,New clothes for 1year pram walking ring,Girls clothes,500,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.22044,27.9659
31565,31564,1130,Baby Jolly jumper,Handy jolly jumper with safety hooks on top.,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.08521,26.15958
31589,31588,21348,Carrie cot,Two shades of blue baby carrier still in a very good condition eas hardly used im selling it coz its just standing around,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.89219,18.51032
31658,31657,15472,Graco baby swing,Baby boy graco swing in fair condition,650,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
31674,31673,15419,Baby Compactum Solid Wood,"REDUCED REDUCED MUST GO

Solid Dark Wood baby compactum...3 deep drawers n 1 hanging cupboard or shelf option.. 
you will put this through good use, it is still in great condition.

Now R2000 onco",2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.13263,28.17663
31843,31842,560,Video baby monitor,"Wireless Colour Handheld video monitor.
Second hand and in excellent condition, cash on delivery.",900,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.04841,28.02621
31954,31953,22990,Various,"1. Skidz activity box (Most items are there) R200 (Value R590) 0 - 6 Months.
2. Owl pillow (Roughly 60cm to 80cm) R200
3. Stokke Maxi Cosi Adapters R150
4. Handmade (Erfenis) Leather Shoes (Newborn, 6 Months, 12 Months and 18-24 Months) Measurements ava",350,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.10367,27.95419
32053,32052,23051,Child bear photographic costume age 1 to 2 years,Child bear photographic costume 1 to 2 year. Hand made. Fully Adjustable Velcro. Soft and child friendly. Ann Geddes inspired.,200,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.59693,27.90147
32101,32100,23078,Baby carrier,Comfort in good shape never been used its clean for babies  from 0months,100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.52265,28.10057
32184,32183,23121,bumbo chair,good condition,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26072,28.46304
32186,32185,23122,Pink harmony vibrating chair,Pink and purple baby chair vibrates a d plays harmony,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.93162,25.59771
32196,32195,23130,Princess walking ring,Very good condition,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.13184,26.19502
32210,32209,23138,R1150-Peg prego feeding chair and cot cum cradle,Good price and in good condition. Interested buyers only contact,1150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.05111,28.06252
32285,32284,3483,Moses basket stand,Cane Moses basket stand. Will have to be restored.,120,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.32239,28.12397
32329,32328,10294,2-3 yr girl winter bundle,"3 x winter vests 
2 x polar necks 
1x summer dress 
1x hello kitty hat
1x jersey 
1x tracksuit top 
1x gum boots

Have been well worn by toddler but in fair condition, no holes etc.",70,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.15049,27.98933
32366,32365,5164,Carseat and Bath for BabyGirl,Carseat and Bath still in good condition no longer being used.,1800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-23.85533,29.38891
32399,32398,13458,Nania Car seat Booster,Car Booster from 3 years to 10 year olds. AVAILABLE FROM 20 JUNE 2017.,800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.76985,28.25997
32439,32438,23275,Karstoeltjie,Whatsapp 0739797043,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.58536,28.0069
32576,32575,23343,Baby pram,Baby pram for R600,600,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.86551,25.59623
32692,32691,23409,Slee Cot,"Slee Cot
Still in excellent condition 
can change into a bed as well",3500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26072,28.46304
32752,32751,23451,baby/toddler feeding chair,"White, colourful polka dots. Tray, with cup section. Footrest. Has stoppers on legs to avoid slipping on floor. Straps and clips to keep seat, baby/toddler and feeding tray in place. Easily dismantles and to set up. Folds also, for easy storage. Please con",265,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-31.31299,27.837
32900,32899,23537,Baba goed te koop,"Die bad 100rand,bambo stoeltjie 100rand, swart sak met baba seuntjie klere 150rand , eetstoeltjie word n tafeltjie en stoel 200rand,stoeltjie vir bad 50rand",600,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.86403,28.08886
33022,33021,23603,Travel System Combo,Graco Pram with baby carrier/ car seat +  car seat up to 18kg as good as new hardly used,1800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.41014,27.837
33066,33065,23628,Pram,Chellino pram with carry chair.  Very good condition.,1300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
33067,33066,4104,tommy tippy anti colic bottles,Anti colic tommy tippy bottles X2 for R150,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
33079,33078,23638,Baba pouch!,Baby pouch. Wonderlike manier om jou kleinding rond te dra gerieflik v jou en baba,80,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.13184,26.19502
33112,33111,23655,Graco Baby Pram,"Baby Pram, Car chair and Isofix.  Great condition. Navy blue colour. 3 years old. 
R2000
Call Shanna 0769112343",2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.03239,28.07422
33228,33227,23725,Elephant Onesie,"Afreaka Toddler Elephant Onesie. 3-4yrs. Brand new, never been worn. Retail price is R450.",350,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.86086,29.24225
33333,33332,15991,Car booster seat,Car booster seat in good condition,50,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.91025,28.19125
33355,33354,23782,Me & U pram for sale,Red Me&U pram for sale R500 not negotiable can call me on 078 709 6293 or whatsapp,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.76872,25.41412
33384,33383,23803,Nappy dispenser,A nappy dispenser that's in good condition and very easy to use,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.97592,25.58587
33470,33469,23850,AngelCare sounds only monitor,"Brand new AngelCare sounds only monitor. Still sealed in box. Unwanted gift. Retails for R1000, selling for R450.",400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-34.07569,18.84327
33513,33512,4522,baby bath for sale in brand new condition,For viewing Sms phone whtsapp Susan as I do not check my mails that often,100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
33596,33595,23916,5 drew baby,Baby is done with it,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.09441,28.22927
33632,33631,23935,Stroller,Baby stroller,180,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.37515,27.84873
33873,33872,24076,Bunk Bed For Sale,Steel bunk bed with mattress for sale.  Top bunk bed is single bottom bunk bed is double.,1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.12014,27.90147
33994,33993,23409,Slee Cot,"Slee Cot
Still in Excellent Condition 
Can change into a bed as well",3500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26072,28.46304
34036,34035,24171,Intex play pen,Neva used great fun for kids 3-18 months,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.58806,31.0851
34118,34117,24215,White baby compactum,Good condition,1800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.83167,30.93026
34201,34200,3664,Goodbaby chair and feeding chair,I'm selling my car chair and feeding chair still in excellent  condition call me on 078181 7140,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.51578,29.19139
34317,34316,24336,Used Graco Stealth Pram For Sale,"USED Graco Stealth Pram. Fairly old, Used Pram, In Decent condition, Clean and fully functional. Asking for R300.
I stay in Rynfield, Benoni",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.15109,28.36957
34344,34343,24356,Chelino Sport Runner combo,"Chelino Sport Runner Combo 3 wheel,have new tubes and in good condition, R1200 Boksburg area. 0728260380",1200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.23259,28.24097
34378,34377,4522,Camping cot on wheels with light and plays tunes,Easy movable. For viewing mail Sms whtsapp Susan,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.87867,18.69476
34384,34383,4908,baby play matt,baby play mat almost new,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.70342,27.8077
34493,34492,24434,4 piece Graco Quattro Deluxe travel system.,"4 piece Graco Quattro Deluxe travel system.
Comes with car chair base that gets fitted into your car. 
Car chair that clips into both the base and pram. 
Pram that can be adjusted to different levels from sitting upright to lying down. Has got temperatu",2900,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.15109,28.36957
34541,34540,24466,baby products,3 in 1 Wooden baby toddler cot with the drawer(mattress and cot mobile included),2100,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-27.76009,23.02503
34568,34567,24483,Variety of girls shoes,"Vans sneakers size 5
Ackermans open sneakers size 5
Woolworths green pumps size 4
Minnie Mouse pokka dot boots size 6
Pink butterfly pumps size 5
Pink sandals size 4
Havaianas Winnie The Pooh Eur size 21",250,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-33.87295,18.54611
34577,34576,23409,Slee Cot,"Slee Cot
Still in good condition
can change into a bed as well",3000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26072,28.46304
34669,34668,7012,Baby Name Numerology Services,"My name is Chris. I am an intuitive, spiritual guide and spiritual numerologist. As spiritual numerologist I have 15 (fifteen) years experience.

I have a blog that is running and I mostly keep in contact with all my clients through email and Whatsapp bo",144,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74873,28.23804
34673,34672,24536,Baby Play Gym,Baby Play Gym,175,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26056,28.0069
34719,34718,21019,Baba waentjie met karsitplek,PEG PEREGO PLIKO P3  Puik kondisie  en Prys,2500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
34891,34890,11209,Wooden cot bed,Well looked after wooden cot still in good condition a,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.9321,18.86015
34908,34907,24673,Feeding chair converts into table & chair,First come first serve,490,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.81479,18.72446
34955,34954,24698,Graco booster seat,Graco sport booster seat,400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.66923,27.24821
35051,35050,24755,Nearly New Kids Clothing,"Girls clothing.
like new - only worn few times by 1 child.
age newborn to 10 years.
summer and/or winter.
incl all essentials.
price negotiable.
selling for apprx 25% of original value.
minimum sale R1000.",1000,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.70342,27.8077
35132,35131,24799,Baby clothes,0 to 2 months,70,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.38899,28.14153
35139,35138,24804,Walking ring,Still in great condition,700,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.08158,30.44729
35239,35238,7854,Medela - Mini Electric Breastpump,"Medela - Mini Electric Breastpump, good condition, hardly used.",450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.03511,27.91904
35240,35239,24862,Recaro Young Profi Car Seat and Isofix base - birth to 13kg,Both seat and base are in excellent condition.  Seat was only used for about 6 months. The seat can be used with either the isofix base or a seatbelt.  Included are the mounts to connect the seat to a Baby Jogger Citi Mini Stroller.,4000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-34.02367,18.47212
35251,35250,24870,Graco car seat,Graco car seat as new,650,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.91167,18.55225
35262,35261,24879,Solid Yellow wood cot,"This solid yellow wood cot is stable and strong and reliable.. excellent condition and well looked after 

It is for sales for R 1200 willing to negotiate.. I unfortunately have to sell it as there is no space to keep it anymore.

Please contact me 0838981",1200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.23259,28.24097
35491,35490,25018,baby clothes,"Baby boy clothes jean R60, tshirt R40,1-3 months, body warmer R60, codro pant R40 6-12 months all from woolies, jersey R60 3-6months from edgars, girls shoes size 6 R100 if interested contact 0733460416
gi.",60,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-29.85866,31.02207
35495,35494,25020,Grace Pram,Fairly good condition.Everyday pram.,1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74966,28.15615
35508,35507,25029,Pram and car chair,Travel system pram and car chair,2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-28.75322,31.89351
35544,35543,25053,Angelcare Nappy Bin with Odour Seal,Includes refill bags. Never used.,200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-34.04794,18.45431
35553,35552,25060,Baby Goodies,"I have a few goodies that I am not using anymore. 

Items are all three years old. 

Denim baby Kangaroo carrier 
Bath ring and sponge
Baby diaper bin 
Baby cot mobile ( fisher Price) 
Baby feeding chair that fits onto table",950,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.91167,18.55225
35622,35621,4104,Fisherprice baby swing,"Fisherprice baby swing like brandnew! Batterys included! Take big batterys, last a long time, got speed settings music and playstation! Very nice to have, keep busy and fall asleep easily",800,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
35624,35623,25097,Rocker -Harley Bike - New,"Handcrafted  from Ply and Hardwood, the wheels & front forks turn,plus she rocks! Suitable for ages 1 - 5 years. Personalized name engraving included.",2600,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-32.72483,25.57995
35702,35701,25140,2-3 year boys clothes,"2-3 year boys clothes. 5 pairs of jeans, 2 pairs cords, 4 pairs denim shorts, 2 coloured shorts, 4 long sleeve tops. Collection in Springs or Kempton Park.",300,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.26072,28.46304
35800,35799,25203,Cadii box tas te koop,Box tas te koop in goeie toestand,350,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.51578,29.19139
35807,35806,25209,Jeep baby carrier,Jeep carrier. Very good condition,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.67936,28.19418
35825,35824,21479,Nania Car seat,Straps adjustable and can be secured in a car seat for safety. Washable material,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.70342,27.8077
35845,35844,25233,Comfort Harmony Electric musical baby swing for sale,Comfort Harmony Electric musical baby swing for sale,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26056,28.0069
36012,36011,25330,Baby shoes 0-6 months,Take all for R 100,100,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-34.0675,18.58788
36025,36024,4104,Breastfeeding pillow,Breastfeeding pillow like new with removable cover,150,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.85982,26.63175
36077,36076,595,Awesome Chelino 0-18kg car chair available,"I have an Awesome Chelino 0-18kg car chair available 

Newborn to 4 years 

Used but in very good condition 

Only R550

Collection in Roodepoort with cash",550,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.12014,27.90147
36254,36253,12475,Boys clothing,Boys clothing 12-18 months and a warm winter jacket that is 18-24months. Onesie is also 18-24 months. Size 5 pair of boots. Track pants might need to be cleaned with a lint remover.,150,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.2709,28.12424
36305,36304,25501,bimbo & bath combo,i have a blue chelino bath tub for a baby and a bimbo i used the bimbo 2 or 3 times so the 2 items is in very good condition please whatsapp me on 0716335350,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.81019,27.82773
36336,36335,9700,Blankies,All blankets R25 each.,25,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.09441,28.22927
36342,36341,25526,Beautifull girls dresses,Can be sold seperatly or take all 3 for R150. Only worn once,150,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.70342,27.8077
36544,36543,25632,Baby Stuff,"Graco Pram, car seat and base. Graco 6 speed swing. Disney Walker. Table Chair and a Baby Carrier.",3500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.22926,28.35788
36551,36550,25635,Angelcare nappy bin,"Angelcare nappy bin
R200
Medium size, instructions included
Small black mark on the top, but not damaged",200,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.94089,25.4852
36619,36618,25672,Baba hempies,Maak n aanbod. Het net die 6 oor.,1,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.71453,27.09705
36688,36687,25706,Baby bath tub with stand,Tub has a built-in baby seat can be used on its own or with stand .the stand is still in its plastic packaging,450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.70279,31.00484
36705,36704,11793,Baby Camp cot,"Chelino Camp Cot - New - in bag, never used or setup
(similar to the one in the picture, only colour difference: grey/white)
(Bloemfontein)",450,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.13184,26.19502
36711,36710,25717,Feeding Comfort,Feeding Pillow,50,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.67936,28.19418
36723,36722,2327,Various baby necessaties,"Baby feeding chair, Bambino baby seat, Bath chair, Diaper bin, Playmat, Playpen, Walking ring and various other extras",1499,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.24086,28.17663
36769,36768,25753,Personalised Cot Bedding (Christiaan),"Personalised Cot Bedding for boy named Christiaan.  Standard cot size. Includes duvet cover, cushion cover, bumper cushion cover, 2 x brown fitted sheets, separate cushion with cover, changing station cover & nappy stack. Animal themed.

I also have a st",400,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.81063,28.31697
36959,36958,25233,Comfort Harmony electric Musical baby swing in a good condition,Comfort Harmony electric Musical baby swing in a good condition for sale.,500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.26056,28.0069
37172,37171,595,Lime green Bumbo seat available with belts,"Lime green Bumbo seat available with belts. 

Lightly used and in near perfect condition. 

R250

Collection in Roodepoort with cash",250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.12014,27.90147
37181,37180,25981,Jeep bsby carrier,"Its jeep baby carrier still in good condition,you can call or send a call back on 079 339 1972",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.777,29.47016
37318,37317,26058,Milton Sterilising Bucket,"Milton Sterilising Bucket 
Description: Sterilise baby bottles and teats.
Condition: Very good condition.
Region: Pretoria / Centurion
Price: R50",50,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.74787,28.22927
37378,37377,26091,"Walking Ring, as new","Walking Ring,in excellent condition, hardly used.  Adjustable heights and plays tunes.
0837013823",300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-29.8345,30.83841
37409,37408,26108,Phillips avent bottle warmer,Phillips  avent bottle warmer never been used brand new,1000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.29081,28.32282
37503,37502,26160,Chelino pram and Car Chair,"Hi, im selling my Chelino pram and car chair. Please contact me for further details.",1500,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-33.96656,18.53308
37530,37529,15727,Nike shoes,"Nike shoes for sale , size US 5c n UK 4.5 so u can come n collect at mabopane",250,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-25.53928,28.05959
37541,37540,26176,Stokke izi sleep infant car seat,"Stage 0 infant car seat 0-13kg, rear facing, excellent condition, retails for R5300 used for a year",2000,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.75246,28.12982
37543,37542,5294,Humidifier,Humidifier - rarely used.,250,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.13263,28.17663
37580,37579,26197,Baby pram,Whatsapp 076 428 1079,600,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-26.34846,27.38368
37604,37603,26209,Chelino car seat,"Car seat for sale. Chelino.  15 - 36kg. Very good condition  
Contact du Plessis at   0721260136",700,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.83342,28.27313
37630,37629,26225,Baby cot,"Excellent condition baby cot. Can open side and use as co sleeper, then toddler bed.",1200,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,-26.16098,28.08739
37729,37728,26280,Camp cot,Foldable camp cot,300,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,-25.81631,28.26436
