,level_0,index,Index,item_id,seller_id,listing_title,listing_description,listing_price,category_sk,category_l1_name_en,category_l2_name_en,category_l3_name_en,Final_Area,Key
250,419,32898,32900,32899,23537,Baba goed te koop,"Die bad 100rand,bambo stoeltjie 100rand, swart sak met baba seuntjie klere 150rand , eetstoeltjie word n tafeltjie en stoel 200rand,stoeltjie vir bad 50rand",600.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Tshwane Metropolitan Municipality,Toddler's Clothing & Accessories :  City of Tshwane Metropolitan Municipality
251,446,34667,34669,34668,7012,Baby Name Numerology Services,"My name is Chris. I am an intuitive, spiritual guide and spiritual numerologist. As spiritual numerologist I have 15 (fifteen) years experience.

I have a blog that is running and I mostly keep in contact with all my clients through email and Whatsapp bo",144.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
252,460,35493,35495,35494,25020,Grace Pram,Fairly good condition.Everyday pram.,1000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
253,468,35805,35807,35806,25209,Jeep baby carrier,Jeep carrier. Very good condition,300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
254,483,36709,36711,36710,25717,Feeding Comfort,Feeding Pillow,50.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
255,485,36767,36769,36768,25753,Personalised Cot Bedding (Christiaan),"Personalised Cot Bedding for boy named Christiaan.  Standard cot size. Includes duvet cover, cushion cover, bumper cushion cover, 2 x brown fitted sheets, separate cushion with cover, changing station cover & nappy stack. Animal themed.

I also have a st",400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
256,489,37316,37318,37317,26058,Milton Sterilising Bucket,"Milton Sterilising Bucket 
Description: Sterilise baby bottles and teats.
Condition: Very good condition.
Region: Pretoria / Centurion
Price: R50",50.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
257,493,37528,37530,37529,15727,Nike shoes,"Nike shoes for sale , size US 5c n UK 4.5 so u can come n collect at mabopane",250.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Tshwane Metropolitan Municipality,Toddler's Clothing & Accessories :  City of Tshwane Metropolitan Municipality
258,494,37539,37541,37540,26176,Stokke izi sleep infant car seat,"Stage 0 infant car seat 0-13kg, rear facing, excellent condition, retails for R5300 used for a year",2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
259,497,37602,37604,37603,26209,Chelino car seat,"Car seat for sale. Chelino.ÃÂ  15 - 36kg. Very good conditionÃÂ  
Contact du Plessis at ÃÂ  0721260136",700.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
260,499,37727,37729,37728,26280,Camp cot,Foldable camp cot,300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Tshwane Metropolitan Municipality,"Prams, Cots & Equipment :  City of Tshwane Metropolitan Municipality"
261,4,566,566,566,553,Angel care diaper bin,It a angel care  diaper dispenser bin,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
262,6,852,852,852,831,Stokke Cot + Stokke Changer R12 500 immaculate!,"Stokke sleepi cot including stokke Changer all in immaculate condition!

Can be disassembled into small panels easily.
Call 0788631151 to view 

No scam emails will be entertained!!!",12500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
263,13,1446,1446,1446,1396,Children's Bedroom set from Treehouse,"Single bed with mattress, bedstand with toyboxes and bookshelf with picture frames in good condition all from Treehouse",3000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
264,30,2510,2510,2510,2361,Camp cot,"Camp cot in excellent condition, hardly used.",500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
265,34,2884,2884,2884,2693,playmat,"Baby playmat good condition R200
0799335169",200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
266,40,3229,3229,3229,2978,Chelino urban detour travel system,"Pram ,car seat with mosquito net & isofix base all in good condition.price not neg.!!! W.app 0727164730. Collect grassy park",2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
267,51,4520,4520,4520,4086,Chelino Sports car seat,Chelino Sports car seat as good as new. Can recline. Up to 25kg. BARGAIN!!,690.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
268,58,4848,4848,4848,4368,Graco camp cot,"Graco Camp cot includes matress,baby cleaning station and has 2 levels",749.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
269,64,5254,5254,5254,927,Baby sleepsuits x 18,"1x (3 - 6 months), 10x (6 - 9 months), 6x (9 - 12 months), 1x (12 - 18 months). Beautiful condition",300.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
270,79,6344,6344,6344,5600,Car seats/booser seats,"In need of a car seat or Booster seat.
Come and have a look what we have on offer for a fraction of the cost.

Sms or watsapp for more information.",1234.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
271,83,6833,6833,6833,5981,2 size 5 dresses from America in Excellent used condition,These dresses are perfect for any little girl. They are both from America and are great quality. They are in excellent used condition. Size is for age 5T. They are R70 each or R125 for both. From smoke free home.,70.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
272,87,6984,6984,6984,6103,Kiddies,3/4 add me on WhatsApp 0626922623,50.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
273,88,6996,6996,6996,6112,Car Seat for Sale,"Strong, versatile used car seat. About three years old. For 3-6 year olds. Can be detached into three sections for ease of use.",500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
274,97,7748,7748,7748,6722,Angelcare movement & sound baby monitor - excellent condition,Baby monitor,900.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
275,99,7775,7775,7775,4522,2 good quality tab top pink curtains for sale,Good quality with lining. For viewing mail Sms/ whtsapp Susan,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
276,101,8013,8013,8013,6931,Toddler levi dungree 12-18months,WhatsApp me0618076734 still in excellent condition,150.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
277,116,9347,9347,9347,7975,Winnie the pooh cot mobile,Brand new in a very good condition and barely used,350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
278,141,12134,12136,12135,10070,Bakugan themed rain boots (size 13),Orange Bakugan themed rain boots.  Size 13,40.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
279,142,12185,12187,12186,10109,Graco Ultima Plus Travel system. As new R2000 onco.,"All still in excellent working condition. With all excesories and books. Also a very warm sleeping bag that fits in the chair. See pics for details. 

Contact CJ on 084 602 8330. Also on WhatsApp.",2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
280,144,12269,12271,12270,4064,superwood cot,White cot with two large drawers at the bottom with new mattress in good condition R2000 negotiable,2000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
281,194,15824,15826,15825,12698,Baby cot changer,Selling my unused Baby Cot Changer. Fits nicely on top of cot. Still in its original packaging.,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
282,212,17142,17144,17143,13613,Baby pool,Baby splash pool,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
283,240,18948,18950,18949,14825,Cot baby - toddler,"White wooden cot 
From baby - toddler
Detachable side as per picture
With matress",1250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
284,241,19041,19043,19042,14890,second hand chelino carseat,Its a bit faded and torn on side but works..,250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
285,250,19926,19928,19927,4522,black scooter,For viewing mail Sms whtsapp Susan,100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
286,276,21638,21640,21639,16647,Camp cot R250,"Used camp cot for sale...yes it was used ...come and view...giveaway prize my baby is now to big for it

Whtapp me on 0715054251",250.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
287,278,21856,21858,21857,16791,High Chair,"This one is just ingenious! It can be used as a high chair to avoid food wars during feeding time (for younger babies) and can also be used as a stand alone table and chair (when baby is older). It is incredibly solid and comfortable.

Call or whatsapp i",500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
288,289,22611,22613,22612,17264,baby clothes black bag for sale,black bag full of girls clothes and shoes they are in a very good condition. sizes from prem to 6-12 months. if interested please email,500.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
289,297,23668,23670,23669,4522,black scooter in excellent condition,For viewing Sms phone whtsapp Susan as I do not check my mails that often,120.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
290,300,24021,24023,24022,18162,Baby eating and sitting chair very good condition. Used only once. Go,Used once.  Very good condition.,650.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
291,301,24097,24099,24098,18209,Denim woolworths baby nappy bag R150,Denim Woolworths baby nappy bag for sale.,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
292,305,24295,24297,24296,18322,Second hand Baby Girl Clothing,"Second hand girl clothing.
Well looked after.
New infant shoes size O and 1
Age groups 0-3 3-6 6-9/12
More pics available.",10.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
293,319,25404,25406,25405,19007,camping cot,"brand new large  tec take camping cot with two levels . entry way as well as changing mat for sale. lockable wheel and cover bag
If interested contact me on 0730839110  Bargain at R550.00
This cot cost more than R1000.00",550.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
294,339,26897,26899,26898,12698,Babe cot top changer,Solid wood baby cot top changer. Never been used. Still has original bix,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
295,350,28279,28281,28280,20842,Baby feeding chair foldable,Blue foldable feedung chair. Great for small spaces and camping. New R280. My price R150. Still perfect condition.,150.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
296,360,29117,29119,29118,21354,Toddler 2in1 High Chair,Chelino 2in1 feeding high chair. Converts to separate chair and table for play. Excellent condition. R550,550.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
297,365,29617,29619,29618,21662,Snuggletime preggie pillow,"Preggie pillow wedge for sale, as new still in plastic. Best comfort while pregnant and can also be used for baby to wedge into their side.",80.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
298,368,29755,29757,29756,21747,Woolworths baby shoes,Woolies mint condition baby girl shoes size 0-2 R50pp,50.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
299,392,30957,30959,30958,22432,Brand new pink,Never been used brand new bic ...2 small 4 my daughter got it as a gift...,350.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
300,393,30961,30963,30962,22434,Nido 3,"Hi, I have a tin Nido 3 (Sealed) for sale at R220. If Interested, please call me on 082 784 5124",220.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
301,421,33064,33066,33065,23628,Pram,Chellino pram with carry chair.  Very good condition.,1300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
302,429,33468,33470,33469,23850,AngelCare sounds only monitor,"Brand new AngelCare sounds only monitor. Still sealed in box. Unwanted gift. Retails for R1000, selling for R450.",400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
303,430,33511,33513,33512,4522,baby bath for sale in brand new condition,For viewing Sms phone whtsapp Susan as I do not check my mails that often,100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
304,440,34376,34378,34377,4522,Camping cot on wheels with light and plays tunes,Easy movable. For viewing mail Sms whtsapp Susan,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
305,444,34566,34568,34567,24483,Variety of girls shoes,"Vans sneakers size 5
Ackermans open sneakers size 5
Woolworths green pumps size 4
Minnie Mouse pokka dot boots size 6
Pink butterfly pumps size 5
Pink sandals size 4
Havaianas Winnie The Pooh Eur size 21",250.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
306,450,34906,34908,34907,24673,Feeding chair converts into table & chair,First come first serve,490.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
307,456,35238,35240,35239,24862,Recaro Young Profi Car Seat and Isofix base - birth to 13kg,Both seat and base are in excellent condition.  Seat was only used for about 6 months. The seat can be used with either the isofix base or a seatbelt.  Included are the mounts to connect the seat to a Baby Jogger Citi Mini Stroller.,4000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
308,457,35249,35251,35250,24870,Graco car seat,Graco car seat as new,650.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
309,462,35542,35544,35543,25053,Angelcare Nappy Bin with Odour Seal,Includes refill bags. Never used.,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
310,463,35551,35553,35552,25060,Baby Goodies,"I have a few goodies that I am not using anymore. 

Items are all three years old. 

Denim baby Kangaroo carrier 
Bath ring and sponge
Baby diaper bin 
Baby cot mobile ( fisher Price) 
Baby feeding chair that fits onto table",950.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
311,471,36010,36012,36011,25330,Baby shoes 0-6 months,Take all for R 100,100.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, City of Cape Town,Toddler's Clothing & Accessories :  City of Cape Town
312,492,37501,37503,37502,26160,Chelino pram and Car Chair,"Hi, im selling my Chelino pram and car chair. Please contact me for further details.",1500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, City of Cape Town,"Prams, Cots & Equipment :  City of Cape Town"
313,11,1252,1252,1252,1215,18-24 months toddler clothing bundle,"Bundle of 18-24 month toddler clothes. Used but in a good condition. Bundle includes the following items:
x6 long sleeve shirts
x1 winter jacket
x1 short sleeve shirt
x1 pair of shoes

Delivery options (additional to advertised price):
* Collect in ",150.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
314,382,30494,30496,30495,1215,Hooded towels,"Set of boys and girls hooded baby towels for sale.  Used but in a good condition. Price is per set of 3 towels. 

 Delivery options (additional to advertised price):
 * Collect in Witbank
 * Collect in Pretoria East in the Silver Lakes area.
 * Courie",75.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
315,386,30697,30699,30698,22282,Toddler bed,Toddler  bed  for  sale.  Including  matress.,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown,Other-SA,"Prams, Cots & Equipment : Other-SA"
316,425,33226,33228,33227,23725,Elephant Onesie,"Afreaka Toddler Elephant Onesie. 3-4yrs. Brand new, never been worn. Retail price is R450.",350.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown,Other-SA,Toddler's Clothing & Accessories : Other-SA
317,15,1536,1536,1536,1261,16 inch Princess bicycle,Never used. A bargain of bargains.call/ WhatsApp Raina 079 715 6015.,999.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
318,19,1861,1861,1861,1769,Brand new bounce pram,"Brand-new bounce pram  R699
Brand new musical walking ring r270

Take both for R899",699.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
319,50,4326,4326,4326,3916,Armani 6/12 months new,baby romper Armani size 6*12 months,200.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
320,60,4873,4873,4873,4387,minnie mouse bed with mattress,Actual minnie mouse bed with mattress. No pink sides. In good condition. Urgent sale. R1300 or nearest cash offer.,1234.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
321,71,5596,5596,5596,4986,white wood cot,"White wood cot, storage draws below R1650 negotiable.  Also available, toddler feeding chair; car seat and pram, R1500 for these 3 items. Call 0847775730",1650.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
322,80,6703,6703,6703,5882,Hulk Mask & Cape,"Made from good quality cotton and stiffening for mask
Cape size 70cm in length and 80cm wide.. both items are fully washable. (not the throw away kind)
Bev 0832333681",150.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
323,82,6829,6829,6829,5978,Hi i am selling kids pants,Kids pants brand new for sale 2 items 200 size 5to6,200.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
324,85,6865,6865,6865,6005,Fisher-price potty for ur little one,Very cute potty that plays tunes to let u know if it was a poo or pee that ur little one made..Great condition..URGENT!!,400.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
325,89,7169,7169,7169,6252,Little One Camp Cot,"Little One Camp Coopt,

Good condition all accessories including carry bag.  Can even add two x mattresses ( slightly stained)",700.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
326,92,7350,7350,7350,6399,camp cot,Camp cot with storage bag,50000.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
327,113,9160,9160,9160,4387,minnie mouse bed with mattress,Minnie mouse bed with mattress. No pink sides. In good condition. Urgent sale. R1300 or nearest cash offer,1234.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
328,121,9732,9732,9732,8279,Doll play house,Play house in excellent  condition,600.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
329,132,11002,11002,11002,9234,Mickey Mouse potty,"Mickey Mouse potty. Play music when you flush
Practically new, my son refused to use it. Paid R600, looking for R300",300.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
330,136,11513,11515,11514,9602,Bmw baby car seat (ISOFIX),"Bmw baby car seat with Isofix - hardly used
New price R 6300.00
Wanting R 3500.00",3500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
331,151,12704,12706,12705,4387,minnie mouse bed with mattress,"Minnie mouse bed with mattress. In a very condition. Urgent sale. R1,500",123.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
332,153,12772,12774,12773,10534,Solid Wood Baby Cot,Baby cot for sale. Includes mattress and all blankets. R950. Phone calls only 0812306391. If you are seeing this ad it is still available.,950.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
333,189,15223,15225,15224,12293,Disney baby walker,"Baby walker in good condition, with nursery rhymes, was used for just under two months",1500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
334,199,15994,15996,15995,12822,Chelino pram in good condition,Second had chelino pram for sale. Only used for 6 months. Price is neg.,550.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
335,206,16629,16631,16630,4387,minnie mouse bed with mattress,"Minnie mouse bed with mattress. Good condition. Urgent sale. R1,500",123.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
336,214,17296,17298,17297,13716,Baby milk bottles,"2x baby avent milk bottles for sale 
R250 unwanted
CALL: 0839957565",250.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
337,226,18027,18029,18028,14215,Great gifts for kidz,Character beach towels,140.0,olx|mea|za|853|855,Kids & Baby,Toddler's Clothing & Accessories,Unknown, eThekwini Metropolitan Municipality,Toddler's Clothing & Accessories :  eThekwini Metropolitan Municipality
338,228,18152,18154,18153,14295,Baby stuff,"Chicco pram, Babby carrier, 2car seats, cam coat",1800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
339,238,18807,18809,18808,14733,Angelcare Movement & Sound Baby Monitor,Angelcare Movement & Sound Baby Monitor - Good Working Condition - Selling as no more use for it - Preferably to collect in Amanzimtoti.,800.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
340,275,21625,21627,21626,16639,"Bargain Bargain!!! Graco Travel System, Campcot + Rocking Chair R1500","Graco Travel System, Capmcot and battery operated rocking chair all for an unbelievable R1500. This is an urgent sale. The travel system is a very good condition. Many accessories included.",1500.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
341,304,24161,24163,24162,18237,Wooden rocking chair,Lovely rocking chair for mom to be.,1100.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
342,306,24333,24335,24334,18348,Chelino camp cot,Hardly used camp cot comes with the mattress and sheet has double level nd a mosquito net,850.0,olx|mea|za|853|856,Kids & Baby,"Prams, Cots & Equipment",Unknown, eThekwini Metropolitan Municipality,"Prams, Cots & Equipment :  eThekwini Metropolitan Municipality"
